TIPO_RELACIONAMENTO;TP;Produtos Alertados;Empresas Alertadas;Descrição códigos Operacional;códigos Operacional;códigos Operacional M-1;Escore Final M-1;Valor Envolvido;ID Comunicado;Vlr Envolvido Comunicado;códigos Operacional Comunicado;Nova Pontuação;Data limite de análise;Data classificação risco;Data relacionamento Porto;Tempo de Relacionamento Porto;Data de nascimento ou fundação;Pontuação data nasc./fundação;Descrição data nasc./fundação;Cidade;UF;CEP;Pontuação CEP;Descrição CEP Risco;Descrição Endereço Igual;Pontuação Endereço Igual;Descrição Email Igual;Pontuação Email Igual;Última atualização cadastral;Descrição atualização cadastral;Pontuação atualização cadastral;Profissão econômica;Pontuação Profissão econômica;CNAE;Descrição do CNAE;Pontuação atividade econômica;Origem Renda/Fat médio;Renda/Fat médio;Pontuação Renda/Fat médio;Faixa Renda e/ou Fat médio;Renda IBGE;PEP;Pontuação PEP;Dossiê;Pontuação Dossiê;Detalhe da Ocorrência Dossiê;Pontuação Listas de Vigilância;Listas de vigilância;Descrição Listas de Vigilância;Pontuação Mídia;Detalhe/Resumo da Mídia;Pontuação Processos judiciais;Descrição Processos judiciais;Tem sócios?;Escore Socio;Tem participante?;Escore Participante;score_kyc_rep;Score Operacional;Score Produtos;Escore Final;ID;mes_origem;Conclusão
Cliente Global;F;Cartão;Porto Seg;Clientes que realizem 3 ou mais remessas ao exterior, dentro do mesmo mês calendário, através do cartão de crédito internacional, e cujo somatório seja de valor igual ou superior ao equivalente a US$ 3 mil. / Clientes que efetuam compra única de valor elevado, acima de R$ 50.000,00, independente do valor da renda.;BACEN_14 / BACEN_23;BACEN_14 / BACEN_23 / BACEN_29;1391;224273,53;;;;;10/25/24;9/10/24;8/20/20;4;10/18/80;0;;Sao Paulo;SP;05422-001;0;;;0;;0;8/31/24;;0;ADVOGADO;100;;;0;QUOD;100000;100;Renda mensal superior a 50 Mil;12532,450435063;Não;0;Não;0;;0;;;0;;0;;Não;;Sim;220;300;610;181;1091;202408000464;202408;Não Comunicar
Cliente Global;J;Automóvel Porto;Porto Cia;Cancelamentos de apólice a pedido do segurado com devolução de prêmio com valor restituído maior do que R$ 20.000,00.;SUSEP_23;;;47443,05;;;;;10/25/24;9/10/24;7/8/13;11;12/19/66;0;;Belo Horizonte;MG;30130-000;0;;;0;;0;8/7/24;;0;;0;9420100;ATIVIDADES DE ORGANIZACOES SINDICAIS;100;Serasa;112500;10;Faturamento mensal menor que 180 Mil;19022,20913554;Não;0;Sim;50;Código: 277 - RECUSA COM EXIGÊNCIA;0;;;0;;0;;Não;;Não;;160;850;80;1090;202408000465;202408;Não Comunicar
Cliente Global;F;Cartão;Porto Seg;Clientes que efetuam compra única de valor elevado, acima de R$ 50.000,00, independente do valor da renda.;BACEN_23;BACEN_23;1081;53000;;;;;10/25/24;9/10/24;8/9/18;6;1/27/75;0;;Brasilia;DF;71937-720;0;;;0;;0;4/22/24;;0;ENGENHEIRO CIVIL;0;;;0;QUOD;100000;100;Renda mensal superior a 50 Mil;19180,989154569;Não;0;Não;0;;0;;;0;;0;;Não;;Sim;171;300;600;181;1081;202408000470;202408;Não Comunicar
Cliente Global;F;Cartão;Porto Seg;Clientes que efetuam compra única de valor elevado, acima de R$ 50.000,00, independente do valor da renda.;BACEN_23;;;60000;;;;;10/25/24;9/10/24;8/22/17;7;3/12/79;0;;Anapolis;GO;75094-510;0;;;0;;0;5/2/24;;0;AUXILIAR DE ESCRITORIO;0;;;0;QUOD;100000;100;Renda mensal superior a 50 Mil;9673,676226745;Não;0;Não;0;;0;;;0;;0;;Não;;Não;;300;600;181;1081;202408000472;202408;Não Comunicar
Cliente Global;F;Capitalização;PortoCap;Clientes que realizem resgates de títulos de capitalização cuja soma exceda a R$ 50.000,00 nos últimos 12 meses.;SUSEP_06;;;80869,95475316;;;;;10/25/24;9/10/24;12/19/15;8;1/24/67;0;;Cotia;SP;06714-385;0;;;0;;0;8/29/24;;0;;50;;;0;QUOD;71998;100;Renda mensal superior a 50 Mil;6581,532695299;Não;0;Não;0;;0;;;0;;0;;Não;;Sim;130;150;850;80;1080;202408000474;202408;Não Comunicar
Cliente Global;F;Automóvel Porto;Porto Cia;Clientes que realizem a mudança do bem segurado e/ou o aumento do valor de cobertura (no mesmo ramo) com variação igual ou superior a 100% e igual ou superior a R$ 100.000,00. / Clientes com apólices emitidas no mês de veículos com valor de IS maior do que R$ 500.000,00, com pagamento do prêmio em parcela única em boleto bancário e com CEP de risco favela/garimpo.;SUSEP_04 / SUSEP_22;;;1387500;;;;;10/25/24;9/10/24;4/22/16;8;6/11/65;0;;Curitiba;PR;81540-470;70;CEPs de regiões próximas a favelas;;0;;0;8/23/24;;0;;50;;;0;QUOD;47501;80;Renda mensal entre 35 e 50 Mil;11934,329426162;Não;0;Não;0;;0;;;0;;0;;Não;;Sim;130;200;800;80;1080;202408000475;202408;Não Comunicar
Cliente Global;F;Automóvel Porto;Porto Cia;Cancelamentos de apólice a pedido do segurado com devolução de prêmio com valor restituído maior do que R$ 20.000,00.;SUSEP_23;;;27359,4;;;;;10/25/24;9/10/24;2/10/15;9;1/29/76;0;;Hortolandia;SP;13186-012;0;;;0;;0;8/24/24;;0;;50;;;0;QUOD;93816;100;Renda mensal superior a 50 Mil;4291,830641457;Não;0;Não;0;;0;;;0;;0;;Não;;Não;;150;850;80;1080;202408000476;202408;Não Comunicar
Cliente Global;F;Automóvel Porto / Saúde;Porto Cia / Saúde;Clientes que realizem a mudança do bem segurado e/ou o aumento do valor de cobertura (no mesmo ramo) com variação igual ou superior a 100% e igual ou superior a R$ 100.000,00. / Soma do reembolso do beneficiário maior que R$10.000.;SUSEP_04 / ANS_03;ANS_03;705;394294,18;;;;;10/25/24;9/10/24;5/20/16;8;8/24/43;0;A partir de 80 anos;Sao Paulo;SP;04531-010;0;;;0;;0;8/28/24;;0;OFICIAIS SUPERIORES DO CORPO DE BOMBEIROS MILITAR;0;;;0;QUOD;35778;80;Renda mensal entre 35 e 50 Mil;23092,188069834;Não;0;Não;0;;0;;;0;;0;;Não;;Sim;120;120;800;155;1075;202408000477;202408;Não Comunicar
Cliente Global;F;PortoPar;PortoPar;Efetuar 3 ou mais aportes no mês e em um período de 6 meses efetuar 6 resgates.;BACEN_28;;;25400,88;;;;;10/25/24;9/10/24;3/7/16;8;4/4/80;0;;Sao Paulo;SP;04207-000;70;CEPs de regiões próximas a favelas;;0;;0;7/30/24;;0;;50;;;0;QUOD;22690;70;Renda mensal entre 15 e 35 Mil;10699,620609553;Não;0;Não;0;;0;;;0;;0;;Não;;Não;;190;800;85;1075;202408000478;202408;Não Comunicar
Cliente Global;F;Automóvel Porto;Porto Cia;Cancelamentos de apólice a pedido do segurado com devolução de prêmio com valor restituído maior do que R$ 20.000,00.;SUSEP_23;;;20665,56;;;;;10/25/24;9/10/24;8/11/15;9;9/7/58;0;Entre 65 e 79 anos;Rio De Janeiro;RJ;22710-245;70;CEPs de regiões próximas a favelas;;0;;0;7/30/24;;0;COMPRADOR;0;;;0;QUOD;23003;70;Renda mensal entre 15 e 35 Mil;5148,720884092;Não;0;Não;0;;0;;;0;;0;;Não;;Não;;140;850;80;1070;202408000480;202408;Não Comunicar
Cliente Global;J;Locadora;Locadora;Clientes Locadora que adquiram bens de luxo ou de alto valor, dentro de um mesmo mês calendário, cujos valores, somados, resultem em importância igual ou superior a R$ 100.000,00, a qual extrapole 250% ou mais o valor da renda ou faturamento mensal do cliente com pagamento à vista (PIX, TED e Cartão;COAF_03;;;325000;;;;;10/25/24;9/10/24;2/15/21;3;6/9/05;0;;Goiania;GO;74255-220;0;;;0;;0;10/10/23;;0;;0;4511102;COMERCIO A VAREJO DE AUTOMOVEIS CAMIONETAS E UTILITARIOS USADOS;100;Serasa;13333,3333333333;10;Faturamento mensal menor que 180 Mil;8121,713149493;Não;0;Não;0;;0;;;0;;0;;Sim;330;Não;;330;600;140;1070;202408000481;202408;Não Comunicar
Cliente Global;J;Automóvel Porto;Porto Cia;Clientes que realizem a mudança do bem segurado e/ou o aumento do valor de cobertura (no mesmo ramo) com variação igual ou superior a 100% e igual ou superior a R$ 100.000,00. / Clientes com apólices emitidas no mês de veículos com valor de IS maior do que R$ 500.000,00, com pagamento do prêmio em parcela única em boleto bancário e com CEP de risco favela/garimpo.;SUSEP_04 / SUSEP_22;;;1044920;;;;;10/25/24;9/10/24;12/13/12;11;6/21/93;0;;Porto Alegre;RS;90110-000;70;CEPs de regiões próximas a favelas;;0;;0;8/22/24;;0;;0;4110700;INCORPORACAO DE EMPREENDIMENTOS IMOBILIARIOS;0;Serasa;283333,333333333;20;Faturamento mensal entre 180 e 360 Mil;10779,285818741;Não;0;Não;0;;0;;;0;;0;;Sim;190;Sim;130;190;800;80;1070;202408000482;202408;Não Comunicar
Cliente Global;F;Cartão;Porto Seg;Clientes que realizem 3 ou mais remessas ao exterior, dentro do mesmo mês calendário, através do cartão de crédito internacional, e cujo somatório seja de valor igual ou superior ao equivalente a US$ 3 mil. / Clientes que efetuam compra única de valor elevado, acima de R$ 50.000,00, independente do valor da renda.;BACEN_14 / BACEN_23;SUSEP_04;650;72857,55;;;;;10/25/24;9/10/24;11/9/15;8;1/1/68;0;;Sao Paulo;SP;05622-001;70;CEPs de regiões próximas a favelas;Endereço igual;50;;0;8/27/24;;0;;50;;;0;QUOD;100000;100;Renda mensal superior a 50 Mil;17757,085658719;Não;0;Não;0;;0;;;0;;0;;Não;;Não;;270;610;181;1061;202408000483;202408;Não Comunicar
Cliente Global;F;Capitalização;PortoCap;Incompatibilidade financeira - Valor do aluguel, maior ou igual a R$ 10.000,00 e que seja maior ou igual a 250% a renda, deverá ser pontuado.;SUSEP_20;;;229993,77;;;;;10/25/24;9/10/24;3/7/15;9;5/26/62;0;;Sao Paulo;SP;04075-000;0;;;0;;0;8/22/24;;0;OUTROS TRABALHADORES DOS SERVICOS;0;;;0;QUOD;26951;70;Renda mensal entre 15 e 35 Mil;19863,586270654;Não;0;Não;0;;0;;;0;;0;;Não;;Sim;130;130;850;80;1060;202408000485;202408;Não Comunicar
Cliente Global;F;Automóvel Porto;Porto Cia;Cancelamentos de apólice a pedido do segurado com devolução de prêmio com valor restituído maior do que R$ 20.000,00.;SUSEP_23;;;27550,29;;;;;10/25/24;9/10/24;10/15/15;8;12/10/64;0;;Sao Paulo;SP;01232-030;0;;;0;;0;8/25/24;;0;OUTROS TRABALHADORES DOS SERVICOS;0;;;0;QUOD;33230;70;Renda mensal entre 15 e 35 Mil;14262,68174526;Não;0;Não;0;;0;;;0;;0;;Não;;Sim;130;130;850;80;1060;202408000486;202408;Não Comunicar
Cliente Global;F;Capitalização;PortoCap;Incompatibilidade financeira - Valor do aluguel, maior ou igual a R$ 10.000,00 e que seja maior ou igual a 250% a renda, deverá ser pontuado.;SUSEP_20;;;24070;;;;;10/25/24;9/10/24;6/6/16;8;2/27/78;0;;Sao Paulo;SP;03262-080;0;;;0;;0;9/2/24;;0;PRODUTOR AGROPECUARIO, EM GERAL;0;;;0;QUOD;7176;50;Renda mensal entre 5 e 15 Mil;5293,598223319;Não;0;Não;0;;0;;;0;;0;;Não;;Sim;130;130;850;80;1060;202408000487;202408;Não Comunicar
Cliente Global;J;Automóvel Porto;Porto Cia;Cancelamentos de apólice a pedido do segurado com devolução de prêmio com valor restituído maior do que R$ 20.000,00.;SUSEP_23;;;27954,78;;;;;10/25/24;9/10/24;;;6/9/00;0;;Terra Rica;PR;87890-000;0;;;0;;0;;;0;;0;4754701;COMERCIO VAREJISTA DE MOVEIS;0;Serasa;179166,666666667;10;Faturamento mensal menor que 180 Mil;2726,943372131;Não;0;Sim;50;Código: 262 - ALTO INDICE DE SINISTRALIDADE;0;;;0;;0;;Sim;130;Não;;130;850;80;1060;202408000488;202408;Não Comunicar
Cliente Global;J;Automóvel Porto;Porto Cia;Cancelamentos de apólice a pedido do segurado com devolução de prêmio com valor restituído maior do que R$ 20.000,00.;SUSEP_23;;;21054,06;;;;;10/25/24;9/10/24;11/23/12;11;11/7/72;0;;Goiania;GO;74884-527;0;;;0;;0;8/24/24;;0;;0;6542100;PREVIDENCIA COMPLEMENTAR ABERTA;0;Serasa;562500;30;Faturamento mensal entre 360 e 720 Mil;28425,435431298;Não;0;Não;0;;0;;;0;;0;;Não;;Sim;130;130;850;80;1060;202408000489;202408;Não Comunicar
Cliente Global;J;Capitalização;PortoCap;Incompatibilidade financeira - Valor do aluguel, maior ou igual a R$ 10.000,00 e que seja maior ou igual a 250% a renda, deverá ser pontuado.;SUSEP_20;;;300000;;;;;10/25/24;9/10/24;8/22/24;0;12/20/21;0;;Sao Paulo;SP;08080-030;70;CEPs de regiões próximas a favelas;;0;;0;8/22/24;;0;;0;4723700;COMERCIO VAREJISTA DE BEBIDAS;0;Serasa;11250;10;Faturamento mensal menor que 180 Mil;3545,489126925;Não;0;Sim;50;Código: 74 - ANALISE DE CREDITO - FIANCA;0;;;0;;0;;Sim;0;Não;;130;850;80;1060;202408000490;202408;Comunicar
Cliente Global;F;PortoPar;PortoPar;Aporte/ investimentos (único) cujo valor seja igual ou superior a R$ 100 mil e superior ao equivalente a 18 vezes a renda ou faturamento mensal.;BACEN_03;;;200000;;;;;10/25/24;9/10/24;5/30/16;8;6/4/82;0;;Belem;PA;66095-531;70;CEPs de regiões próximas a favelas;;0;;0;8/29/24;;0;;50;;;0;QUOD;7746;50;Renda mensal entre 5 e 15 Mil;7958,754172459;Não;0;Não;0;;0;;;0;;0;;Não;;Não;;170;800;85;1055;202408000491;202408;Não Comunicar
Cliente Global;F;Cartão;Porto Seg;Clientes que efetuam compra única de valor elevado, acima de R$ 50.000,00, independente do valor da renda.;BACEN_23;;;52012,8;;;;;10/25/24;9/10/24;5/13/16;8;6/6/65;0;;Sao Paulo;SP;05716-120;70;CEPs de regiões próximas a favelas;Endereço igual;50;;0;8/14/24;;0;;50;;;0;QUOD;100000;100;Renda mensal superior a 50 Mil;24454,141061405;Não;0;Não;0;;0;;;0;;0;;Não;;Sim;220;270;600;181;1051;202408000492;202408;Não Comunicar
Cliente Global;F;Cartão;Porto Seg;Clientes que efetuam compra única de valor elevado, acima de R$ 50.000,00, independente do valor da renda.;BACEN_23;;;64517,23;;;;;10/25/24;9/10/24;8/16/16;8;10/20/66;0;;Sao Paulo;SP;05709-040;70;CEPs de regiões próximas a favelas;Endereço igual;50;;0;8/13/24;;0;;50;;;0;QUOD;71940;100;Renda mensal superior a 50 Mil;22604,982721934;Não;0;Não;0;;0;;;0;;0;;Não;;Não;;270;600;181;1051;202408000493;202408;Não Comunicar
Cliente Global;F;Cartão;Porto Seg;Clientes que efetuam compra única de valor elevado, acima de R$ 50.000,00, independente do valor da renda.;BACEN_23;;;105004,5;;;;;10/25/24;9/10/24;1/10/15;9;5/13/86;0;;Mogi Mirim;SP;13807-841;0;;;0;;0;8/21/24;;0;RECEPCIONISTA, EM GERAL;0;;;0;QUOD;28286;70;Renda mensal entre 15 e 35 Mil;5034,992070873;Não;0;Não;0;;0;;;0;;0;;Não;;Sim;80;270;600;181;1051;202408000494;202408;Não Comunicar
Cliente Global;F;Cartão;Porto Seg;Clientes que realizem 10 ou mais pagamentos no período de 3 meses, cujo total dos pagamentos seja de valor igual ou superior a R$ 300.000,00.;BACEN_30;BACEN_20;751;311347,21;;;;;10/25/24;9/10/24;5/4/16;8;3/4/92;0;;Sao Paulo;SP;04634-031;0;;Endereço igual;50;;0;9/2/24;;0;;50;;;0;QUOD;24390;70;Renda mensal entre 15 e 35 Mil;15476,088068624;Não;0;Não;0;;0;;;0;;0;;Não;;Sim;120;270;600;181;1051;202408000495;202408;Não Comunicar
Cliente Global;F;Automóvel Porto;Porto Cia;Cancelamentos de apólice a pedido do segurado com devolução de prêmio com valor restituído maior do que R$ 20.000,00.;SUSEP_23;;;89540,72;;;;;10/25/24;9/10/24;2/22/13;11;12/26/73;0;;Ribeirao Preto;SP;14020-006;0;;;0;;0;8/20/24;;0;;50;;;0;QUOD;20304;70;Renda mensal entre 15 e 35 Mil;12520,525115878;Não;0;Não;0;;0;;;0;;0;;Não;;Não;;120;850;80;1050;202408000496;202408;Não Comunicar
Cliente Global;F;Capitalização;PortoCap;Incompatibilidade financeira - Valor do aluguel, maior ou igual a R$ 10.000,00 e que seja maior ou igual a 250% a renda, deverá ser pontuado.;SUSEP_20;;;173871;;;;;10/25/24;9/10/24;9/13/18;5;3/30/91;0;;Sao Paulo;SP;08451-090;70;CEPs de regiões próximas a favelas;;0;;0;8/24/24;;0;ADMINISTRADOR;0;;;0;QUOD;10019;50;Renda mensal entre 5 e 15 Mil;3128,327192221;Não;0;Não;0;;0;;;0;;0;;Não;;Não;;120;850;80;1050;202408000498;202408;Não Comunicar
Cliente Global;F;Automóvel Porto;Porto Cia;Cancelamentos de apólice a pedido do segurado com devolução de prêmio com valor restituído maior do que R$ 20.000,00.;SUSEP_23;;;25884,45;;;;;10/25/24;9/10/24;12/1/22;1;1/28/46;0;Entre 65 e 79 anos;Sao Paulo;SP;05014-000;0;;;0;;0;5/9/24;;0;;50;;;0;QUOD;28321;70;Renda mensal entre 15 e 35 Mil;18626,594316013;Não;0;Não;0;;0;;;0;;0;;Não;;Não;;120;850;80;1050;202408000499;202408;Não Comunicar
Cliente Global;F;Capitalização;PortoCap;Incompatibilidade financeira - Valor do aluguel, maior ou igual a R$ 10.000,00 e que seja maior ou igual a 250% a renda, deverá ser pontuado.;SUSEP_20;;;100724,8;;;;;10/25/24;9/10/24;8/22/24;0;9/17/74;0;;Rio De Janeiro;RJ;22790-879;70;CEPs de regiões próximas a favelas;;0;;0;8/22/24;;0;ADMINISTRADOR;0;;;0;QUOD;5239;50;Renda mensal entre 5 e 15 Mil;16270,803570209;Não;0;Não;0;;0;;;0;;0;;Não;;Não;;120;850;80;1050;202408000500;202408;Não Comunicar
Cliente Global;F;Automóvel Porto;Porto Cia;Cancelamentos de apólice a pedido do segurado com devolução de prêmio com valor restituído maior do que R$ 20.000,00.;SUSEP_23;;;20924,82;;;;;10/25/24;9/10/24;10/19/23;0;10/21/83;0;;Passo Fundo;RS;99032-680;0;;;0;;0;7/27/24;;0;;50;;;0;QUOD;17121;70;Renda mensal entre 15 e 35 Mil;3451,941623096;Não;0;Não;0;;0;;;0;;0;;Não;;Não;;120;850;80;1050;202408000501;202408;Não Comunicar
Cliente Global;J;Automóvel Porto;Porto Cia;Cancelamentos de apólice a pedido do segurado com devolução de prêmio com valor restituído maior do que R$ 20.000,00.;SUSEP_23;;;21465,68;;;;;10/25/24;9/10/24;6/22/16;8;11/19/15;0;;Atibaia;SP;12948-129;0;;;0;;0;7/31/24;;0;;0;6462000;HOLDINGS DE INSTITUICOES NAOFINANCEIRAS;0;;;10;Faturamento mensal menor que 180 Mil;5524,154394229;Não;0;Não;0;;0;;;0;;0;;Sim;120;Sim;120;120;850;80;1050;202408000502;202408;Não Comunicar
Cliente Global;J;Capitalização;PortoCap;"Aquisição de títulos de capitalização (PF) mais de 3; (PJ) mais de 10 títulos no mesmo mês. / Incompatibilidade financeira - Valor do aluguel, maior ou igual a R$ 10.000,00 que seja maior ou igual a 60% do valor da renda, deverá ser pontuado.";SUSEP_17 / SUSEP_18;;;220000;;;;;10/25/24;9/10/24;7/30/24;0;7/7/22;0;;Salvador;BA;40391-001;0;;;0;;0;8/22/24;;0;;0;8630504;ATIVIDADE ODONTOLOGICA;0;Serasa;9166,66666666667;10;Faturamento mensal menor que 180 Mil;2666,58291041;Não;0;Não;0;;0;;;0;;0;;Sim;170;Não;;170;800;80;1050;202408000503;202408;Não Comunicar
Cliente Global;J;Automóvel Porto;Porto Cia;Clientes que realizem a mudança do bem segurado e/ou o aumento do valor de cobertura (no mesmo ramo) com variação igual ou superior a 100% e igual ou superior a R$ 100.000,00. / Clientes com apólices emitidas no mês de veículos com valor de IS maior do que R$ 500.000,00, com pagamento do prêmio em parcela única em boleto bancário e com CEP de risco favela/garimpo.;SUSEP_04 / SUSEP_22;;;1330982;;;;;10/25/24;9/10/24;2/7/15;9;8/9/10;0;;Rio De Janeiro;RJ;22610-002;70;CEPs de regiões próximas a favelas;;0;;0;8/8/24;;0;;0;7020400;ATIVIDADES DE CONSULTORIA EM GESTAO EMPRESARIAL EXCETO CONSULTORIA TECNICA ESPECIFICA;70;Serasa;216666,666666667;20;Faturamento mensal entre 180 e 360 Mil;24687,877317431;Não;0;Não;0;;0;;;0;;0;;Sim;140;Sim;140;160;800;80;1040;202408000505;202408;Não Comunicar
Cliente Global;F;PortoPar;PortoPar;Efetuar 3 ou mais aportes no mês e em um período de 6 meses efetuar 6 resgates.;BACEN_28;;;29667,62;;;;;10/25/24;9/10/24;8/22/15;9;8/17/71;0;;Sao Paulo;SP;02927-080;0;;Endereço igual;50;;0;8/3/24;;0;;50;;;0;QUOD;12433;50;Renda mensal entre 5 e 15 Mil;8185,131385364;Não;0;Não;0;;0;;;0;;0;;Não;;Não;;150;800;85;1035;202408000506;202408;Não Comunicar
Cliente Global;F;PortoPar;PortoPar;Efetuar 3 ou mais aportes no mês e em um período de 6 meses efetuar 6 resgates.;BACEN_28;;;8986,06;;;;;10/25/24;9/10/24;10/4/16;7;11/7/78;0;;Sao Paulo;SP;04212-020;70;CEPs de regiões próximas a favelas;;0;;0;9/2/24;;0;DIRETORES ADMINISTRATIVOS E FINANCEIROS;0;;;0;QUOD;19956;70;Renda mensal entre 15 e 35 Mil;8882,42620253;Não;0;Não;0;;0;;;0;;0;;Não;;Sim;150;150;800;85;1035;202408000507;202408;Não Comunicar
Cliente Global;F;PortoPar;PortoPar;Efetuar 3 ou mais aportes no mês e em um período de 6 meses efetuar 6 resgates.;BACEN_28;;;19949,27;;;;;10/25/24;9/10/24;2/12/16;8;11/6/80;0;;Monteiro Lobato;SP;12250-000;0;;;0;;0;7/17/24;;0;ADVOGADO;100;;;0;QUOD;10010;50;Renda mensal entre 5 e 15 Mil;3394,272002627;Não;0;Não;0;;0;;;0;;0;;Não;;Sim;100;150;800;85;1035;202408000508;202408;Não Comunicar
Cliente Global;F;PortoPar;PortoPar;Clientes que realizem resgates de investimentos em período inferior a 30 dias da DATA da última aplicação e cujo valor total resgatado nos últimos 30 dias seja igual ou superior a R$ 100.000,00.;BACEN_04;;;137000;;;;;10/25/24;9/10/24;10/20/15;8;10/22/39;0;A partir de 80 anos;Sao Paulo;SP;02012-010;0;;Endereço igual;50;;0;7/18/24;;0;;50;;;0;QUOD;8007;50;Renda mensal entre 5 e 15 Mil;9098,019665266;Não;0;Não;0;;0;;;0;;0;;Não;;Não;;150;800;85;1035;202408000509;202408;Não Comunicar
Cliente Global;F;Cartão;Porto Seg;Clientes que efetuam compra única de valor elevado, acima de R$ 50.000,00, independente do valor da renda.;BACEN_23;;;134026,59;202402000394;54364,8;BACEN_23;;10/25/24;9/10/24;7/8/15;9;10/21/83;0;;Aracaju;SE;49050-660;0;;;0;;0;10/11/22;Atualização Cadastral;1;;50;;;0;QUOD;59811;100;Renda mensal superior a 50 Mil;10229,233019478;Não;0;Não;0;;0;;;0;;0;;Não;;Não;;251;600;181;1032;202408000510;202408;Comunicar
Cliente Global;F;Cartão;Porto Seg;Clientes que realizem 10 ou mais pagamentos no período de 3 meses, cujo total dos pagamentos seja de valor igual ou superior a R$ 300.000,00.;BACEN_30;BACEN_17 / BACEN_20;1132;321299,99;;;;;10/25/24;9/10/24;3/16/19;5;3/2/86;0;;Belo Horizonte;MG;31365-000;0;;;0;;0;4/22/24;;0;;50;;;0;QUOD;100000;100;Renda mensal superior a 50 Mil;6632,128664901;Não;0;Não;0;;0;;;0;;0;;Não;;Sim;131;250;600;181;1031;202408000511;202408;Não Comunicar
Cliente Global;F;Cartão;Porto Seg;Clientes que efetuam compra única de valor elevado, acima de R$ 50.000,00, independente do valor da renda.;BACEN_23;;;198347,28;;;;;10/25/24;9/10/24;11/30/12;11;7/21/82;0;;Sao Paulo;SP;02072-000;0;;Endereço igual;50;;0;8/26/24;;0;OUTROS TRABALHADORES DOS SERVICOS;0;;;0;QUOD;100000;100;Renda mensal superior a 50 Mil;5800,332555457;Não;0;Não;0;;0;;;0;;0;;Não;;Não;;250;600;181;1031;202408000513;202408;Não Comunicar
Cliente Global;F;Automóvel Porto / RE - Residencial;Porto Cia;SUSEP_01: Clientes PF e PJ que realizem, respectivamente, no mesmo mês, pagamentos totais de prêmios de valor igual ou superior a 10% da renda ou 15% do faturamento e pagamentos totais de prêmios de valor maior que R$ 10.000,00. / Clientes com apólices emitidas no mês de veículos com valor de IS maior do que R$ 500.000,00, com pagamento do prêmio em parcela única em boleto bancário e com CEP de risco favela/garimpo.;SUSEP_01 / SUSEP_22;SUSEP_22;750;579588,7975;;;;;10/25/24;9/10/24;4/1/16;8;4/28/69;0;;Rio De Janeiro;RJ;22793-082;70;CEPs de regiões próximas a favelas;;0;;0;8/31/24;;0;MEDICOS CLINICOS;0;;;0;QUOD;100000;100;Renda mensal superior a 50 Mil;31037,956894736;Não;0;Não;0;;0;;;0;;0;;Não;;Sim;130;170;700;160;1030;202408000514;202408;Não Comunicar
Cliente Global;F;Automóvel Porto;Porto Cia;Clientes que realizem a mudança do bem segurado e/ou o aumento do valor de cobertura (no mesmo ramo) com variação igual ou superior a 100% e igual ou superior a R$ 100.000,00. / Clientes com apólices emitidas no mês de veículos com valor de IS maior do que R$ 500.000,00, com pagamento do prêmio em parcela única em boleto bancário e com CEP de risco favela/garimpo.;SUSEP_04 / SUSEP_22;;;1013594;;;;;10/25/24;9/10/24;8/13/13;11;2/22/95;0;;Rio De Janeiro;RJ;22620-171;70;CEPs de regiões próximas a favelas;;0;;0;9/1/24;;0;OUTROS TRABALHADORES DOS SERVICOS;0;;;0;QUOD;37924;80;Renda mensal entre 35 e 50 Mil;23332,121414804;Não;0;Não;0;;0;;;0;;0;;Não;;Não;;150;800;80;1030;202408000515;202408;Não Comunicar
Cliente Global;F;Capitalização;PortoCap;Clientes que realizem resgates de títulos de capitalização cuja soma exceda a R$ 50.000,00 nos últimos 12 meses.;SUSEP_06;;;61174,41493933;;;;;10/25/24;9/10/24;12/28/14;9;10/1/91;0;;Sao Paulo;SP;04537-000;0;;;0;;0;11/11/23;;0;;50;;;0;QUOD;14953;50;Renda mensal entre 5 e 15 Mil;18769,351598496;Não;0;Não;0;;0;;;0;;0;;Não;;Não;;100;850;80;1030;202408000516;202408;Não Comunicar
Cliente Global;F;Capitalização;PortoCap;Clientes que realizem resgates de títulos de capitalização cuja soma exceda a R$ 50.000,00 nos últimos 12 meses.;SUSEP_06;;;87775,01;;;;;10/25/24;9/10/24;4/10/20;4;1/20/78;0;;Campinas;SP;13098-301;0;;;0;;0;8/23/24;;0;OUTROS TRABALHADORES DOS SERVICOS;0;;;0;QUOD;54177;100;Renda mensal superior a 50 Mil;15584,516739983;Não;0;Não;0;;0;;;0;;0;;Não;;Não;;100;850;80;1030;202408000517;202408;Não Comunicar
Cliente Global;F;Automóvel Porto;Porto Cia;Cancelamentos de apólice a pedido do segurado com devolução de prêmio com valor restituído maior do que R$ 20.000,00.;SUSEP_23;;;25426,1;;;;;10/25/24;9/10/24;6/23/16;8;4/15/88;0;;Jundiai;SP;13218-007;0;;;0;;0;9/2/24;;0;OUTROS TRABALHADORES DOS SERVICOS;0;;;0;QUOD;100000;100;Renda mensal superior a 50 Mil;5810,035892093;Não;0;Não;0;;0;;;0;;0;;Não;;Não;;100;850;80;1030;202408000518;202408;Não Comunicar
